"Id","SalePrice"
1461,127335.45219843
1462,156265.186092059
1463,168022.185319936
1464,185805.299483346
1465,199099.673321386
1466,171835.203730761
1467,175847.936552144
1468,164670.516693828
1469,191258.492930699
1470,124343.160179994
1471,204124.422996713
1472,129723.889981505
1473,118633.613095951
1474,167664.609847202
1475,143618.081789188
1476,299591.75988751
1477,228663.982634225
1478,267093.015042337
1479,241293.258377851
1480,378360.656795465
1481,278941.606807569
1482,208288.41757768
1483,162824.902334528
1484,177318.48849748
1485,187597.327432873
1486,197580.38436593
1487,274260.420324568
1488,235058.242572723
1489,183373.830376859
1490,194700.135753331
1491,193243.371414451
1492,110003.460500445
1493,185561.912044235
1494,287902.74167445
1495,280121.46671861
1496,215805.75553012
1497,194035.671388905
1498,181328.40433025
1499,183600.756121761
1500,166428.939164672
1501,172126.656822936
1502,174811.341418335
1503,254879.160904444
1504,240420.37565713
1505,211542.426254817
1506,174540.75009861
1507,227669.757231719
1508,188230.097340783
1509,163424.039804603
1510,143528.928184565
1511,144375.757133112
1512,155247.38418823
1513,161790.207388331
1514,149938.998785997
1515,183610.124548695
1516,155648.227916569
1517,159424.990566251
1518,141953.819247807
1519,215038.557801562
1520,131211.252159385
1521,132147.605988362
1522,168815.067933803
1523,110466.549799775
1524,120686.197786649
1525,121924.24877298
1526,121354.758737768
1527,113670.856912214
1528,152682.589653692
1529,140403.386330898
1530,178931.490590004
1531,113698.433943527
1532,104748.469584097
1533,144092.464629816
1534,132037.713738973
1535,142935.9118547
1536,114555.800285145
1537,83289.438947403
1538,165965.76474464
1539,204676.294401231
1540,119251.429085091
1541,148745.656085903
1542,138483.45306973
1543,181436.774454153
1544,91482.1076611727
1545,126345.704127771
1546,140458.131050681
1547,127104.970835892
1548,136180.475757519
1549,126695.961609313
1550,133598.773232282
1551,132235.795518638
1552,125509.153409881
1553,132480.734659062
1554,128675.190407679
1555,149337.254715202
1556,110253.25997894
1557,116969.759066202
1558,122019.761725874
1559,104665.812396388
1560,146451.706575382
1561,120995.307730967
1562,131284.007675499
1563,126119.988197216
1564,162027.831068916
1565,152969.165719628
1566,215249.418139979
1567,99761.4253134772
1568,202224.026422193
1569,122185.302640601
1570,144961.789984864
1571,115722.972779223
1572,139868.718568944
1573,218863.14105186
1574,135732.324105938
1575,212750.996141189
1576,228050.338410139
1577,181779.457773294
1578,147449.164000214
1579,145528.863430659
1580,197247.850059285
1581,140612.311110054
1582,130068.698413374
1583,293441.26036187
1584,215144.094791817
1585,149901.149881432
1586,87952.9215615578
1587,115224.626352035
1588,138985.940551422
1589,108846.171166829
1590,144973.971550276
1591,96888.2594446099
1592,124701.779716557
1593,134149.089530152
1594,132405.99213859
1595,120745.838515959
1596,195454.295875816
1597,163867.515820948
1598,192897.300759646
1599,192761.489034159
1600,187723.492327011
1601,75602.0667620635
1602,130470.983520344
1603,97690.1376442793
1604,236138.060135186
1605,252374.279912984
1606,170209.986057949
1607,180713.684778366
1608,200900.63388134
1609,179004.882219702
1610,148032.032881398
1611,136969.215699328
1612,151710.869299428
1613,154012.506038608
1614,126060.174852916
1615,99998.6934534496
1616,96544.8035842502
1617,107016.303092111
1618,126550.472962483
1619,142128.6964447
1620,178316.387072574
1621,145809.278921941
1622,138585.623692357
1623,259193.023806245
1624,200932.620401254
1625,134461.007735682
1626,172076.940421435
1627,186772.984091864
1628,277048.628948571
1629,191818.56226461
1630,310193.223516793
1631,211615.336917706
1632,228812.103814517
1633,184896.660983297
1634,178691.429611894
1635,174859.071612605
1636,156979.712840896
1637,165297.973297014
1638,203825.526455154
1639,177495.438331319
1640,240024.981105889
1641,182784.010318219
1642,214265.519653127
1643,225716.211673823
1644,235954.939364102
1645,171287.74093586
1646,161081.047869927
1647,177665.102820696
1648,132697.735619871
1649,127000.634931284
1650,122628.518895015
1651,122220.204922149
1652,128417.774526425
1653,130127.086172062
1654,165678.467971708
1655,178317.343204719
1656,163538.931817811
1657,166543.394926448
1658,164000.806514036
1659,153371.979897326
1660,148557.194886741
1661,375033.157863083
1662,347313.995118212
1663,321012.998699254
1664,448340.55435493
1665,274299.242160898
1666,284843.519656945
1667,311737.53062827
1668,297452.074425015
1669,279876.610263343
1670,302729.320097247
1671,230798.350494947
1672,362518.65538865
1673,266694.582091524
1674,238912.10226195
1675,182791.794590096
1676,184007.751679412
1677,203942.926117669
1678,428175.696172096
1679,300597.893044632
1680,281891.460700166
1681,237703.680973993
1682,267492.280576543
1683,188260.177150893
1684,186268.971634961
1685,168838.131656195
1686,180503.26698178
1687,182774.699338552
1688,194238.490808457
1689,195759.798531123
1690,197488.341528234
1691,190774.499678415
1692,255794.685514055
1693,183865.065863389
1694,177257.049274053
1695,179964.461535447
1696,255119.510199247
1697,179926.214131107
1698,319151.483978525
1699,298987.789608825
1700,230451.455960449
1701,256102.132021986
1702,240123.381607164
1703,237671.044648583
1704,267223.172665437
1705,221267.141522365
1706,381546.402249206
1707,188405.531418716
1708,192046.656270389
1709,265482.49826023
1710,215076.515068603
1711,256070.628602537
1712,229554.992854455
1713,243927.533631165
1714,214659.901406275
1715,199497.261209755
1716,181245.986306259
1717,177702.053142747
1718,137318.454211707
1719,199132.896751776
1720,256126.966998659
1721,179475.922398725
1722,122852.828429899
1723,153433.372997812
1724,202301.653428989
1725,221032.194835777
1726,177932.190817174
1727,160241.455232325
1728,195585.510861523
1729,161727.805605085
1730,174060.926972598
1731,135079.440597096
1732,135630.136079618
1733,126531.884095672
1734,126993.80137068
1735,127502.726356781
1736,122698.57899264
1737,296465.229846665
1738,220934.230191934
1739,267988.224336463
1740,185635.332399337
1741,183082.318999425
1742,172982.377522852
1743,190794.393909826
1744,257506.732242611
1745,192837.105268875
1746,233764.183777043
1747,220888.883631704
1748,201707.830354029
1749,151588.316556349
1750,150048.383535471
1751,226983.910255746
1752,122553.669366829
1753,143581.975479066
1754,208623.924344949
1755,167210.562415098
1756,118721.232810052
1757,118019.025370776
1758,139872.58375172
1759,157587.670646753
1760,156261.952075119
1761,151087.922713249
1762,164011.263098573
1763,164963.262592407
1764,119636.527168754
1765,179463.113034089
1766,174556.772870792
1767,195284.1039078
1768,131520.139142352
1769,176163.148170328
1770,147055.505197287
1771,128115.519740185
1772,136890.212201644
1773,123595.578160447
1774,147882.835800952
1775,135294.381787565
1776,127880.991554213
1777,116916.117293748
1778,133303.206352381
1779,124203.072211201
1780,185494.186647525
1781,124199.396462067
1782,92658.6205300079
1783,143168.309874341
1784,104567.979140407
1785,114280.154194632
1786,128832.975948922
1787,177256.545225031
1788,70285.1883464752
1789,113088.177144457
1790,89156.8405081839
1791,204110.015284516
1792,146338.215538264
1793,155595.518979104
1794,154570.211471155
1795,138039.620610998
1796,134292.834307956
1797,146080.271034515
1798,117492.401851589
1799,116784.626731617
1800,125524.968928301
1801,121410.189912202
1802,154486.045055387
1803,161266.11783285
1804,141362.686844318
1805,143133.805806824
1806,134400.625279217
1807,149238.191184149
1808,125672.163228838
1809,112402.902100484
1810,133597.006722209
1811,98269.7037434745
1812,102742.161202262
1813,122744.321721767
1814,98308.2213310526
1815,71111.3606579226
1816,102402.402036793
1817,114485.323540809
1818,143573.222285012
1819,134821.362824452
1820,90982.5377685513
1821,122596.072890247
1822,154286.187842252
1823,76763.0586110558
1824,135030.47619893
1825,136405.004490291
1826,111186.020642075
1827,112616.579536509
1828,126978.675312374
1829,144017.898062318
1830,145529.608918991
1831,161010.957273155
1832,117947.837709545
1833,146963.84714273
1834,135098.588315548
1835,147326.792957234
1836,134979.85830166
1837,94844.961382055
1838,134220.482596437
1839,102916.669883637
1840,135475.281668596
1841,138431.700246783
1842,110533.625014633
1843,134567.728836835
1844,151519.711136021
1845,138198.498479404
1846,151716.507119644
1847,145345.524741183
1848,70604.6810042068
1849,117891.958148158
1850,120907.751794686
1851,148903.643751257
1852,124329.011389396
1853,137216.804288886
1854,179408.581546367
1855,165227.849172583
1856,214445.155301472
1857,147659.682135322
1858,164039.61020076
1859,140590.068402921
1860,158692.670726239
1861,140038.742532271
1862,300402.474695144
1863,300402.474695144
1864,300402.474695144
1865,298643.358551533
1866,298941.198384191
1867,235197.318483231
1868,266860.033084794
1869,203805.052025906
1870,236446.637633703
1871,232782.596354769
1872,167542.556226043
1873,214616.522152465
1874,136023.187365176
1875,199640.167384601
1876,188297.351614397
1877,209689.093216114
1878,192075.643628233
1879,127192.885050882
1880,136125.97577159
1881,243864.612600032
1882,243145.966774315
1883,193346.277085213
1884,203701.509423467
1885,236110.516782508
1886,258855.560012263
1887,204068.068237982
1888,265030.347187455
1889,168049.268675475
1890,118755.384637589
1891,153569.318379617
1892,108563.0987366
1893,134092.042720553
1894,124273.258742305
1895,137156.123899658
1896,130512.658171019
1897,131364.085071385
1898,135877.742692055
1899,146931.750334249
1900,150257.082720727
1901,146923.447903837
1902,138048.256670205
1903,203243.554624511
1904,130288.888297255
1905,172649.552660312
1906,142254.138988551
1907,190328.887543838
1908,142143.431609728
1909,155672.944211881
1910,146195.393144816
1911,192053.914206039
1912,253301.816943393
1913,144884.214003815
1914,89304.274642077
1915,239935.022742052
1916,75873.1568845867
1917,264916.263884498
1918,148240.134689258
1919,175133.896110419
1920,152966.852998818
1921,333099.490278221
1922,285803.33643639
1923,201808.014538923
1924,220100.248814911
1925,206411.590545955
1926,332061.664475147
1927,128200.178445494
1928,152892.197141652
1929,125531.534862976
1930,150091.026506715
1931,146469.317632064
1932,144900.912739161
1933,162443.979414786
1934,180818.877154655
1935,174049.824684033
1936,182882.749008294
1937,174466.034950252
1938,151872.826789127
1939,226973.434027953
1940,195108.900605953
1941,170927.077398785
1942,176062.348098145
1943,203763.364434029
1944,273873.527641548
1945,307415.655717573
1946,154338.634508217
1947,272761.867341512
1948,156104.760376049
1949,208912.697835506
1950,185435.377279146
1951,235167.444026667
1952,223568.059256101
1953,165783.021067515
1954,199244.01383589
1955,137452.408286309
1956,298986.89793985
1957,159155.129554125
1958,290657.261007011
1959,149721.712984352
1960,108907.329047946
1961,133833.237219767
