"Id","SalePrice"
1461,120833.569408814
1462,153909.702308306
1463,177331.195067315
1464,186332.368386668
1465,193055.404795458
1466,175091.144502959
1467,169493.244871943
1468,161572.795658398
1469,194564.732705587
1470,120356.974334927
1471,193546.318107772
1472,95578.9258627047
1473,95494.0107181803
1474,156077.349679827
1475,125552.045228207
1476,382471.787557472
1477,269415.27645509
1478,286368.268234189
1479,285762.077956364
1480,417440.141189953
1481,329270.115538381
1482,207552.629085897
1483,165653.962157826
1484,167023.114052064
1485,174460.597548859
1486,199374.068385154
1487,345736.854147586
1488,245611.352852861
1489,200629.109638476
1490,211166.399687514
1491,199459.268376452
1492,83680.9295762172
1493,189621.688841148
1494,307082.719998205
1495,300438.396534391
1496,227101.382867918
1497,184708.37487822
1498,158379.257986682
1499,160681.400174355
1500,144022.063633606
1501,167569.559368188
1502,143404.62853282
1503,272129.495277914
1504,244207.637683807
1505,220001.511158651
1506,187650.570613514
1507,243789.484581845
1508,209619.023742558
1509,162467.741766616
1510,146420.1651269
1511,146960.718435041
1512,176576.854615888
1513,147109.49566747
1514,172960.360731429
1515,204497.409115315
1516,161365.834284485
1517,158823.18793117
1518,131693.66133773
1519,232062.294099805
1520,133703.382084264
1521,136468.058606618
1522,183599.845564392
1523,112921.810134322
1524,120278.374782637
1525,121907.936907786
1526,128555.414750987
1527,104143.592680121
1528,138738.791132303
1529,147423.669576065
1530,170077.61358646
1531,114298.12407053
1532,103851.607422561
1533,141365.924595754
1534,123679.237790776
1535,159583.389721538
1536,103565.280294857
1537,65248.384971653
1538,158245.038348534
1539,201438.169557885
1540,86836.912652839
1541,141679.992235179
1542,138114.630004523
1543,200735.137140318
1544,82031.0955356918
1545,114522.236042092
1546,129141.302579413
1547,123242.535109803
1548,132979.437628522
1549,110589.636086538
1550,138801.653389733
1551,121048.675547006
1552,124826.396392397
1553,155688.896777783
1554,113986.79972337
1555,167008.938230457
1556,80759.5523331409
1557,101079.39877413
1558,89733.2203277986
1559,86943.7257091364
1560,152360.367091067
1561,116950.056871449
1562,134844.58935719
1563,122034.144800699
1564,158482.151154197
1565,140233.304409889
1566,245770.68311254
1567,69667.0386746634
1568,235448.488616392
1569,124671.854334289
1570,135744.549055494
1571,131104.320728287
1572,145670.007669636
1573,251909.885654777
1574,103213.771863008
1575,224581.472731589
1576,209572.250424388
1577,194450.652059658
1578,148413.385646203
1579,139183.805743887
1580,195363.869241597
1581,146708.799959889
1582,129971.091210749
1583,333262.985143496
1584,227567.509202813
1585,143364.152897893
1586,61423.4539644003
1587,104467.378541164
1588,147759.227381707
1589,104407.818068586
1590,134948.793835224
1591,97358.8898087492
1592,119705.294751947
1593,125618.036969438
1594,133721.999764665
1595,107510.145611498
1596,228751.412746028
1597,179859.580468125
1598,216390.229868365
1599,184160.652392335
1600,184935.926688027
1601,58327.0730896085
1602,109385.484380311
1603,84035.8518540869
1604,268831.384265681
1605,262449.436788856
1606,162258.705586418
1607,174158.549422855
1608,208758.590114229
1609,192748.18249846
1610,142822.662377474
1611,137983.108007352
1612,161841.285393886
1613,151762.317767185
1614,129051.674131167
1615,87464.6659731566
1616,74795.3720832638
1617,91617.6990541676
1618,125725.662276583
1619,139926.446971047
1620,165804.111096984
1621,135194.958427818
1622,137768.255847203
1623,291033.299324661
1624,187422.538427432
1625,124988.639296474
1626,161914.615343371
1627,179083.724703557
1628,269573.851647754
1629,184156.43733775
1630,301636.140739817
1631,211219.974619118
1632,238299.546511711
1633,162713.819799919
1634,181323.835122153
1635,174011.787261886
1636,155390.744861168
1637,199242.536345291
1638,211914.453318419
1639,179048.37517027
1640,258653.702966999
1641,178788.505845596
1642,215718.727774408
1643,234937.090921425
1644,228861.1707059
1645,190228.099827122
1646,160156.348023232
1647,161456.809176737
1648,132664.159288052
1649,132882.583144496
1650,123380.361077706
1651,122019.365330375
1652,98738.7445012693
1653,100524.908345554
1654,158564.997716405
1655,154047.590205009
1656,149579.973944955
1657,159796.598834448
1658,146259.391460863
1659,133089.942931496
1660,148477.374628197
1661,409063.278136913
1662,389314.133588744
1663,412216.167547962
1664,350267.292771314
1665,321846.322895662
1666,342513.787749692
1667,336351.203122114
1668,339971.182158757
1669,307830.707449632
1670,366768.337547674
1671,264679.441820188
1672,386547.586693557
1673,304637.197467935
1674,264454.632921154
1675,169781.048914697
1676,177820.784626345
1677,204151.145083419
1678,402236.557758828
1679,363796.490884282
1680,333963.251221986
1681,258964.201798791
1682,321713.446796878
1683,175710.564257711
1684,177810.270784035
1685,165764.901199625
1686,169641.534825729
1687,164720.256455887
1688,196187.990409906
1689,202215.39079048
1690,192174.236731576
1691,174699.18105872
1692,259225.625286714
1693,159974.388967618
1694,174703.346261425
1695,167971.955811612
1696,273141.695780552
1697,170519.691864436
1698,348243.197061716
1699,329589.310868457
1700,240654.155469786
1701,277702.206485379
1702,249826.77674415
1703,259381.913412008
1704,298096.102054121
1705,226172.208235527
1706,329056.025947991
1707,208600.972183995
1708,194303.83697869
1709,294933.255265133
1710,221937.925637002
1711,252371.328306285
1712,275898.19240617
1713,271709.651888238
1714,219404.992857437
1715,204792.693299539
1716,187005.10970569
1717,181480.744937749
1718,135601.834062502
1719,209345.328235242
1720,254812.969691888
1721,170251.579452149
1722,125204.694219707
1723,155315.037114925
1724,213250.265464674
1725,230821.848650467
1726,182310.620346233
1727,153810.951243657
1728,187810.626866096
1729,157443.907594218
1730,164855.723259683
1731,126365.64030949
1732,116943.811231357
1733,114677.538485482
1734,126726.484416247
1735,131106.821368604
1736,119278.983622811
1737,356719.544378594
1738,223980.225812208
1739,257395.787579498
1740,198899.479454563
1741,180971.240738735
1742,167246.10340422
1743,177380.414712712
1744,306996.924912876
1745,217797.038800793
1746,203154.805590948
1747,218348.159635476
1748,214720.601407799
1749,139554.100004189
1750,138444.709893378
1751,240845.639352553
1752,118056.415284359
1753,151788.661245407
1754,225722.070698303
1755,162433.19352772
1756,129513.037028243
1757,121112.762267877
1758,139118.780288091
1759,163443.692814207
1760,157071.975075532
1761,143056.447321933
1762,161861.814431466
1763,186294.699711166
1764,119134.60437908
1765,167665.950572508
1766,184143.090301346
1767,232852.613566073
1768,142792.155423785
1769,175485.828285087
1770,142414.763256971
1771,129869.987280587
1772,133268.645513719
1773,136476.778672732
1774,145801.765034721
1775,136416.270294851
1776,122074.884889924
1777,115102.990132771
1778,138780.872608702
1779,115057.663733532
1780,189785.779260971
1781,125356.788454302
1782,92599.1421219904
1783,137754.59237589
1784,99705.6217178948
1785,116467.229330399
1786,155163.584285326
1787,173723.769738889
1788,51224.8392768537
1789,95701.2377716523
1790,68451.4911664842
1791,178411.573947873
1792,153846.306524912
1793,136615.593810593
1794,150397.877991433
1795,134144.014276797
1796,123752.742295485
1797,126023.249318993
1798,123077.628866214
1799,105592.010559025
1800,122602.471488694
1801,132544.147640781
1802,152057.278028862
1803,155846.361446818
1804,142255.538637439
1805,137859.073526468
1806,116816.071897536
1807,128921.897131349
1808,124544.22503234
1809,118269.735674232
1810,144045.277678452
1811,96335.2671259968
1812,91100.2549072308
1813,121514.450325045
1814,95687.6398337273
1815,48585.1324033153
1816,93115.5975672135
1817,96113.9253979333
1818,142685.84061942
1819,117300.904936281
1820,66793.6037192213
1821,118725.836590505
1822,145615.28278413
1823,43636.867032438
1824,129605.828709461
1825,138848.12358875
1826,102532.418262091
1827,109803.34435215
1828,137750.388503501
1829,100129.847607566
1830,146863.204548166
1831,153724.87092001
1832,93749.6613255653
1833,131328.066548693
1834,121970.035808875
1835,127368.884574197
1836,128327.703268311
1837,90785.3392823376
1838,118932.653566599
1839,82183.7878203991
1840,149948.322585081
1841,147027.866896347
1842,73757.014363998
1843,139061.211683244
1844,136433.96459259
1845,135408.509303541
1846,152229.651244208
1847,164033.483137577
1848,49320.3132478737
1849,116767.398279701
1850,119261.23942748
1851,155799.848240857
1852,123571.007337986
1853,132566.143752936
1854,175618.759531561
1855,142465.703853564
1856,226009.201867258
1857,167838.730143632
1858,144749.653490869
1859,131186.241501161
1860,146865.025335114
1861,128607.285011476
1862,278212.22152454
1863,258293.074356131
1864,258293.074356131
1865,333211.819351358
1866,357314.018366413
1867,248860.626277506
1868,305261.59295551
1869,198537.5102504
1870,233875.689897501
1871,257036.422561957
1872,164370.632668429
1873,251553.861574173
1874,139756.808786644
1875,203932.815577415
1876,186413.772943904
1877,214823.832070291
1878,212854.668927607
1879,128904.808283235
1880,138405.766178329
1881,248157.694226931
1882,260324.602075835
1883,193752.419215395
1884,204316.506973092
1885,252330.897296172
1886,308686.477738792
1887,211698.723207574
1888,292354.657077577
1889,156613.074125868
1890,117944.21902263
1891,135426.202038927
1892,108975.969670872
1893,123572.53935193
1894,122693.47120386
1895,141382.373232904
1896,125182.367568882
1897,110428.495328474
1898,113435.690964754
1899,155555.918654281
1900,158732.485948919
1901,174713.509772802
1902,146068.284099023
1903,206948.414992567
1904,145140.845743435
1905,190633.632629308
1906,169910.955079783
1907,214126.965995108
1908,111545.366410294
1909,134402.040463637
1910,120826.655454323
1911,206380.006781361
1912,307557.221544907
1913,145348.75858029
1914,50564.5999033864
1915,289793.628865409
1916,54715.2011728375
1917,278370.930438273
1918,139973.026768522
1919,161498.0803435
1920,160072.822674378
1921,410878.589507465
1922,346035.709883375
1923,203910.645436905
1924,226651.773707124
1925,208459.774445923
1926,396433.487699292
1927,131614.310564298
1928,151030.874681888
1929,121836.92245349
1930,121242.656269052
1931,140085.469376918
1932,133295.592353163
1933,176674.383293615
1934,175172.148499845
1935,168471.209256849
1936,178902.09891599
1937,178387.925146879
1938,164064.616561212
1939,230221.019790119
1940,189891.509093939
1941,174226.992168678
1942,185633.365533381
1943,208904.970874783
1944,327781.910683637
1945,390462.332664206
1946,131732.852141066
1947,277267.154832893
1948,172328.612383434
1949,230889.438107036
1950,185517.975391662
1951,261506.784710799
1952,222298.45751935
1953,174322.391711177
1954,196431.745192619
1955,133894.52779083
1956,293796.587930981
1957,151969.135607945
1958,321943.022439737
1959,148772.476741554
1960,114987.24021453
1961,119996.642225316
1962,101028.706758825
1963,106211.516981539
1964,109755.603950478
1965,148945.103492974
1966,149515.652367221
1967,272409.924412892
1968,353745.446306387
1969,411095.336586644
1970,466273.840628241
1971,399013.087649236
1972,386865.485458478
1973,257787.858798409
1974,309834.358450704
1975,398072.010518894
1976,283840.731771693
1977,359114.692701969
1978,372976.376505177
1979,345171.516728161
1980,190810.60846127
1981,354829.686182898
1982,217192.205284527
1983,206011.693254828
1984,178465.178157805
1985,221226.843098871
1986,219110.997291177
1987,183583.212344445
1988,169604.975858559
1989,196560.671838479
1990,214960.115141483
1991,202298.525201022
1992,210810.652821246
1993,173356.85429507
1994,224524.936967117
1995,191090.503244096
1996,263831.919949531
1997,329646.83660559
1998,330035.004605862
1999,244650.538475246
2000,311691.980354827
2001,260904.946511059
2002,238512.356986126
2003,272972.951559716
2004,264426.38762742
2005,225066.679991081
2006,207889.594201847
2007,256498.437868609
2008,199959.600646171
2009,185643.633776195
2010,202171.040700992
2011,141482.994244275
2012,179434.523888037
2013,175786.993092448
2014,180577.651816407
2015,209214.799635144
2016,186366.667719175
2017,199744.229855329
2018,119589.934750247
2019,133590.20159562
2020,110105.972816234
2021,115512.282899818
2022,173724.929474042
2023,128771.249128093
2024,226426.223346516
2025,375476.382263687
2026,170138.93572918
2027,145056.159196165
2028,157315.131406133
2029,170113.787732258
2030,277539.908565708
2031,236299.462013426
2032,249826.061985031
2033,282181.658101121
2034,166901.623304917
2035,209257.302304195
2036,208899.990251525
2037,209602.631904606
2038,294913.285752005
2039,223664.314609854
2040,293293.24470148
2041,278918.878901975
2042,198587.312948513
2043,165961.993094564
2044,181545.485981281
2045,225984.200706328
2046,140462.04712839
2047,146758.897155775
2048,139600.688985454
2049,137634.044722354
2050,190283.439649282
2051,108543.969817342
2052,122770.253524918
2053,145248.851244804
2054,81443.2721953253
2055,151734.387095553
2056,136061.568261295
2057,121847.264046558
2058,222683.57132164
2059,133460.824315814
2060,167774.236952831
2061,185856.207667395
2062,131988.757916147
2063,109976.787212863
2064,141824.776008788
2065,117070.015537204
2066,158250.320434695
2067,118836.736392739
2068,148509.66272379
2069,85181.2957402603
2070,111509.416457235
2071,81551.6944484246
2072,125962.69056538
2073,133956.600375916
2074,164257.963700452
2075,150780.606677572
2076,126950.99140105
2077,148819.872373232
2078,127699.707605479
2079,133018.503640581
2080,119528.135705017
2081,125973.142081259
2082,130769.790678562
2083,152916.725311833
2084,111385.488657732
2085,119995.268980585
2086,116233.436006456
2087,122902.628445648
2088,93195.286999961
2089,71785.8897701596
2090,131054.942853965
2091,115273.040768617
2092,128667.397293292
2093,107824.550275664
2094,115301.077076792
2095,141395.182923292
2096,75304.7574405624
